,category,equipment_types,pearson_r,pearson_p,spearman_r,mutual_info,total_losses,daily_mean,daily_std
0,tanks,['tank'],0.05532967742038877,0.03689284772858002,0.07517362453940592,0.029751142220858284,11569,8.073787772312016,6.736129513149593
1,apcs,['APC'],0.22073973853684858,3.6480155423390997e-17,0.21027497442229467,0.11268330626649448,23914,16.442726633872102,14.076716875416153
2,artillery,['MRL'],-0.07952734624852217,0.002681209762142185,-0.029372995762968913,0.026539118168870335,1615,1.1321152494729445,1.6549001606993405
3,aircraft,"['aircraft', 'helicopter']",-0.18273317672853906,3.766252328044228e-12,-0.36484259666403174,0.0839299229424042,781,0.5368938861560084,2.0785375607407888
4,drones,['drone'],0.28910840036373897,8.475609288160757e-29,0.6482993549604861,0.4489915318820521,108605,76.32115249472945,131.17681370381555
