,feature,pearson_r,pearson_p,spearman_rho,mutual_info,feature_variance,feature_std,importance_score
3,radiance_max,-0.0505510828482584,0.11339690224369746,0.039429534622802104,0.05042405316136467,978879174.4845438,31287.04483463633,0.0025489904889051313
1,radiance_std,-0.029753884007240546,0.3516402104831276,0.09199844955556362,0.06370068243125626,75.11451279865098,8.666862915648947,0.0018953427162416644
5,radiance_p50,0.012052921181875993,0.7060000305536431,-0.036252424262676275,0.08040367014603644,8.095559696656474,2.845269705433296,0.000969099099003733
2,radiance_min,-0.008190444586398064,0.7976880265276034,0.019360731655497152,0.07900964209318362,0.030790148108032937,0.17547121732077012,0.0006471240953553643
0,radiance_mean,0.007900804062805543,0.8046953577781638,-0.0055846458351368495,0.051529188423522054,8.567379030062204,2.927008546291282,0.0004071220212496354
6,radiance_p90,0.0064133174455911456,0.8409179526881266,-0.01441621533125679,0.034893967028084116,24.722343977400424,4.972156873772229,0.00022378608748709408
4,pct_clear_sky,-0.00024127909448733512,0.9939749884586,0.07013441236446724,0.12245679292837064,0.034658006929728855,0.1861666106736889,2.954626411158037e-05
7,moon_illumination_pct,-0.026847443768069815,0.40068693164849517,-0.007252643190582998,0.0,1231.016711769699,35.08584774192721,0.0
