,feature,r_raw,p_raw,r_first_diff,p_first_diff,r_linear_detrend,p_linear_detrend,r_partial_time,p_partial_time,correlation_reduction
0,radiance_mean,0.007900804062805543,0.8046953577781638,-0.036888529697380774,0.24813459008937877,-0.01842880709198634,0.5640646068274078,-0.01842880709198635,0.5642636015122084,-3.6689588726980684
1,radiance_std,-0.029753884007240546,0.3516402104831276,-0.03457012701761075,0.2791354118390546,-0.05738735287844817,0.07225126909970561,-0.057387352878448164,0.07239695663670909,-0.1618693846158452
2,pct_clear_sky,-0.00024127909448733512,0.9939749884586,0.061063903915750395,0.055760820855056306,-0.051288802738138434,0.10822092939148062,-0.05128880273813841,0.10840117760964096,-252.08400106978834
