,path_a_VIIRS_to_Personnel,path_a_p,path_b_Personnel_to_Casualties,path_b_p,path_c_total_effect,path_c_p,path_c_prime_direct_effect,path_c_prime_p,indirect_effect,sobel_z,sobel_p,proportion_mediated
0,0.008331204751790791,0.7943910964851031,0.2808630203065306,3.1273930331895685e-19,0.02202294334779041,0.4908339925075389,0.019683016018410274,0.5213431436938878,0.0023399273293800813,0.2605782674655031,0.7944177508630561,0.1062495277051534
